"question_id","question","answer","comment","source","packet","image","author"
"555","“კიდევ ერთი გმირი ან უბრალოდ კიდევ ერთი ადამიანი ტირის ფარდის მიღმა. ჩემი გული გატეხილია შიგნიდან. ჩემი გრიმი გახუნდა. მაგრამ ჩემი ღიმილი კვლავინდებურად ადგილზეა. ამ წყვდიადში მე შევძელი დავრჩენილიყავი თავისუფალი. მე უნდა ვიპოვო ქარი, რომელიც გამიტაცებს შორს...“მითხარით შემდეგი ფრაზა, რომელიც დარწმუნებული ვარ ყველას არაერთხელ მოგისმენიათ ორიგინალში!","“შოუ უნდა გაგრძელდეს!” (Show must go on!)","კითხვაში მოცემული იყო ცნობილი სიმღერის ტექსტის თარგმანი","","საქართველოს მე-4 ჩემპიონატი - ფინალური თამაში","0",""
"556","აშშ-ში ეს ზეიმი ყოველწლიურად აღინიშნება 14 მარტს და  სრულიად შემთხვევით დაემთხვა აინშტაინის დაბადების დღეს. მთავარი სადღესასწაულო ღონისძიებები იწყება ზუსტად 1 საათსა და 59 წუთზე შუადღის შემდეგ. რას ეძღვნება ეს ზეიმი?","მათემატიკურ მუდმივა პის (π)","14 მარტი = 3.14 = π","","საქართველოს მე-4 ჩემპიონატი - ფინალური თამაში","0",""
"557","ეს უძველესი დროიდან იყო მტკიცე გულის, მკაცრი გადაწყვეტილებებისა და შიშის უქონლობის სიმბოლო. სწორედ ამ თვისებების გამო ისააკ იაზერიცკიმ, 1955 წლიდან ისრაელის დაზვერვის “მოსსადის” ხელმძღვანელმა, აიღო ფსევდონიმი შამირი.გადამითარგმნეთ სიტყვა “შამირ” ქართულ ენაზე!","ალმასი","","","საქართველოს მე-4 ჩემპიონატი - ფინალური თამაში","0",""
"558","ამ საქვეყნოდ ცნობილი შენობის აგების დროს გამოყენებული იქნა ძველი ეკლესიის კედლები და საფუძველი. ეს ეკლესია თავის დროზე დააარსა ვინმე რეჯინამ, ჩრ. იტალიის მმართველის მეუღლემ. იმ საგვარეულოს გერბზე, რომელსაც ეკუთვნოდა რეჯინა, გამოსახული იყო ის, რაც ანსახიერებს სვლას დიდებისა და სიმდიდრისაკენ.კითხვა: რა მდებარეობს ახლა იქ, სადაც თავის დროზე იდგა რეჯინას ეკლესია?","თეატრი “ლა სკალა”","გერბზე კი კიბე იყო გამოსახული","","საქართველოს მე-4 ჩემპიონატი - ფინალური თამაში","0",""
"559","ამ სახელმწიფოს ტერიტორია დაახლოებით 40-ჯერ აღემატება საქართველოს ტერიტორიას, მოსახლეობა კი სულ 6-ჯერ. იგი შედგება 22 პროვინციისაგან, ერთი ფედერალური (დედაქალაქის) ოლქისაგან და ნაციონალური ტერიტორიისაგან. რა ეწოდება ამ ნაციონალურ ტერიტორიას?","კუნძული ცეცხლოვანი მიწა","","","საქართველოს მე-4 ჩემპიონატი - ფინალური თამაში","0",""
"560","1992 წელს გარდაიცვალა ემილიო რეკობა, “უკანასკნელი მოჰიკანი”, როგორც მას უწოდებდა პრესა. ერთ-ერთ პირველი მსოფლიოში, კასტროს, სკარონეს, ანდრადესა და ირიარტეს თანამზრახველი.რომელ ქალაქში გარდაიცვალა ეს პიროვნება?","მონტევიდეო","ის იყო პირველი მსოფლიო ჩემპიონი ფეხბურთში","","საქართველოს მე-4 ჩემპიონატი - ფინალური თამაში","0",""
"561","ამერიკის შეერთებულ შტატებში ყოველწლიურად იმართება მატყუარათა კონკურსი. მასში მონაწილეობა შეუძლია ამერიკის თითქმის ნებისმიერ მოქალაქეს. ვის აქვთ აკრძალული კონკურსში მონაწილეობა იმ მიზეზით, რომ ისინი ამ საქმის პროფესიონალები არიან?","პოლიტიკოსებს","","ჟურნალი ”თბილისელები”, ნომერი 12, 2007 წ.","","0",""
"562","1943 წელი. გერმანელების მიერ ოკუპირებული ქალაქი პოზარევაცი. ესესელმა ოფიცერმა პატარა ბავშვს კანფეტი მისცა ხელში. ბავშვმა მას კანფეტი გამოართვა, გაბოროტებით შეხედა და სახეში ესროლა. დედა ბავშვს მივარდა და სილა გააწნა. ესესელმა დაკვირვებით შეხედა ბავშვს, რომელიც დედის მწარე ხელმაც კი ვერ აატირა და იკითხა, თუ რამდენი წლის იყო ის. როდესაც მას უპასუხეს, რომ ბავშვი მხოლოდ ორი წლის იყო, ოფიცერმა პირქუშად გაიღიმა და ქალს უთხრა: ”თქვენი შვილი საოცარი ნაძირალა გაიზრდება”. კითხვა: დამისახელეთ ბავშვის სახელი და გვარი!","სლობოდან მილოშევიჩი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"563","1863 წელს დაიბადა ორი დიდი რუსი: რეჟისორი კონსტანტინე სტანისლავსკი და მეცნიერი ვლადიმირ ვერნადსკი. იმავე წელს ამსტერდამში მოხდა დიდი კომერციული გარიგება. ჰოლანდიელმა კომერსანტმა სახელად გერარდ ადრიაანმა შეიძინა “ჰეისტეკის” ლუდის ქარხანა. ამ წლიდან დაიწყო ცნობილი ფირმის წარმატებული ისტორია. კითხვა: რა გვარი იყო გერარდ ადრიაანი?","ჰეინეკენი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"564","მსოფლიოს მდინარეები პირობითად შეიძლება დაიყოს ოთხ ჯგუფად: I ჯგუფი - ნილოსი, ობი, ორინოკო და ა.შ; II ჯგუფი - ვოლგა, მისისიპი, მეკონგი და ა.შ; III ჯგუფი - ამაზონი, ხუანხე, მტკვარი და ა.შ.დაასახელეთ IV ჯგუფის ყველაზე გრძელი მდინარე!","კონგო","მისი სათავისა და შესართავის შემაერთებელი ვექტორი აღმოსავლეთიდან დასავლეთისკენაა მიმართული","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"565","ზოგიერთი მეცნიერი თვლის, რომ ტირიფის ლათინური სახელწოდება – “შალიხ”, წარმოიქმნა ორი კელტური სიტყვისაგან – “სალ” და “ლის”. პირველი ითარგმნება, როგორც “ახლოს”. როგორ ითარგმნება მეორე?","წყალი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"566","ეს ადამიანი დაიბადა ალაბამის შტატში ჩვენი საუკუნის 50-იან წლებში. მისი თქმით, სწორედ მან ასწავლა ცეკვა ელვის პრესლის; იყო ჩემპიონი ამერიკულ ფეხბურთსა და მაგიდის ჩოგბურთში; იყო ერთ-ერთი პირველი ამერიკელი, რომელიც ჩავიდა ჩინეთში ვიეტნამის ომის შემდეგ;  შეხვედრია აშშ-ს რამდენიმე პრეზიდენტს, რიჩარდ ნიქსონმა კი მისი ჭრილობა მილიონ დოლარად შეაფასა; ის მართლაც გახდა მილიონერი გრიგალის წყალობით, კონგრესმა კი მედალი მიანიჭა. კითხვა: რა უყვარდა მას ყველაზე მეტად, რითიც შევიდა კიდეც თავისი ქვეყნის ისტორიაში?","სირბილი","საუბარი იყო ფორესტ გამპზე","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"567","სამხედრო ფორმის ამ ორი აქსესუარის სახელწოდებები წარმოსდგება სიტყვებისაგან, რომლების ნიშნავს “მხარს” – ერთი გერმანულად, მეორე – ფრანგულად. დაასახელეთ ორივე აქსესუარი!","აქსელბანდი და ეპოლეტი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"568","1936 წელს კინოფილმისათვის “ქალიშვილი კამჩატკიდან” დაწერილი იქნა სიმღერა “თერთმეტი და”. მე დარწმუნებული ვარ, რომ უმეტესობა თქვენგანს ეს ფილმი არ უნახავს, მიუხედავათ ამისა დამისახელეთ ამ 11-დან მინიმუმ 5 დის სახელი!","რუსეთი, უკრაინა, საქართველო, სამხეთი, ბელარუსი და ა.შ.","1936 წელს სსრკ-ში იყო 11 რესპუბლიკა, ბალტიისპირეთისა და მოლდავეთის გარდა","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"569","ცნობილია, რომ ყველა ეპოქას თავისი ავადმყოფობები ახასიათებს. შუა საუკუნეებში – შავი ჭირი და კეთრი; რენესანსის ეპოქაში – სიფილისი; ბაროკოს ეპოქაში – ტიფი და სურავანდი – უბრალო ხალხში, ნიკრისის ქარი (პოდაგრა) და იპოქონდრია – არისტოკრატიაში. XX საუკუნის დაავადებებია – შიდსი და ნევროზები. კითხვა: დაასახელეთ რომანტიზმის ეპოქის  ავადმყოფობა!","ჭლექი (ტუბერკულოზი)","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"570","1880 წელს ძეგლის გახსნის ცერემონიაზე განსაკუთრებით საპატიო სტუმრები იყვნენ მარია გარტუნგი, გრაფინია ნატალი მერენბერგი, ძმები ალექსანდრე და გრიგორი. დაასახელეთ ძმების გვარი!","პუშკინები (ოთხივე ა.ს. პუშკინის შვილები იყვნენ)","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"571","1984 წლის ოლიმპიურ თამაშებში მონაწილეობა არ მიიღეს საბჭოთა კავშირისა და უმეტესობა სოციალისტური ქვეყნების სპორტსმენებმა. გუნდურ ჩათვლაში კონკურენციის გარეშე გაიმარჯვა აშშ-ს ნაკრებმა – 83 ოქროს მედალი. მე-3 ადგილზე გავიდა გფრ, შემდეგ საფრანგეთი, დიდი ბრიტანეთი და ა.შ. კითხვა: რომელი ქვეყნის გამოსვლა იქნა განხილული, როგროც სენსაცია, მითუმეტეს, რომ ამ ქვეყანამ გუნდური მე-2 შედეგი აჩვენა?","რუმინეთი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"572","ანა ახმატოვას აზრით მე-19 საუკუნის ნამდვილი და არა კალენდარული დასაწყისი დაემთხვა 1814-15 წლების ვენის კონგრესს. კითხვა: რომელ წელს დაიწყო მისი აზრით “ჭეშმარიტი”, და არა კალენდარული მე-20 საუკუნე?","1914 წლის შემოდგომაზე, I მსოფლიო ომთან ერთად","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"573","1951 წელს შექმნილი ამ ორგანიზაციის სრული სახელწოდება ქართულ თარგმანში ჟღერს შემდეგნაირად: “დაზვერვისა და სპეციალური დავალებების ინსტიტუტი”. ეს სახელწოდება ცოტა ვინმესთვის თუა ცნობილი, აი, მისი შემოკლებული ვარიანტი კი ალბათ ყველას გსმენიათ. რა სახელწოდებით ვიცნობთ ჩვენ ამ ორგანიზაციას?","მოსსადი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"574","ეს პატარა ლომბარდიული ქალაქი – ერთ-ერთი ყველაზე მდიდარია იტალიაში. ამჟამად აქ ცხოვრობენ და საქმიანობენ იმ სამი განთქმული საგვარეულოს შთამომავლები, რომლებმაც სახელი გაუთქვეს ამ ქალაქს. რამდენიმე წლის წინ კი, ამ 80 ათასიანი ქალაქის საფეხბურთო გუნდი სერია “A”-შიც კი გამოდიოდა. დაასახელეთ ეს ქალაქი!","კრემონა","გვარები – ამატი, გვარნერი და სტრადივარი","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"575","ჯარისკაცი და დიპლომატი – ასეთი იყო საერთაშორისო ურთიერთობების კლასიკური სიმბოლოები XX საუკუნის დასაწყისში. მაგრამ ჩვენი საუკუნის ბოლოს, სახელმწიფოთაშორისი ინტეგრაციის გათვალისწინებით სპეციალისტები ასახელებენ ორ ახალ სიმბოლოს, ე.წ. ორ “ტ”-ს. დაასახელეთ ეს ორი სიმბოლო!","ტურისტი და ტერორისტი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"576","1788 წელს ინგლისელმა ზღვაოსანმა თომას ჰილბერტმა გამოიკვლია ეკვატორზე განლაგებულ მარჯნის კუნძულთა ჯგუფი, რომელთაც შემდგომში მის საპატივცემლოდ მიიღეს სახელწოდება. 1979 წელს მარჯნის ამ 16-მა კუნძულმა სხვა კუნძულებთან ერთად შექმნეს დამოუკიდებელი სახელმწიფო, რომელიც დღემდე არ არის გაეროს წევრი. რა ეწოდება ამ სახელმწიფოს?","კირიბატი","”კირიბატი” თომას ჰილბერტის მეტსახელი იყო.","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"577","ბონჩ-ბრუევიჩისადმი 1920 წლის 5 თებერვალს მიწერილ წერილში ლენინმა მოიყვანა ფრაზა “გაზეთი ქაღალდისა და მანძილის გარეშე”. რა ჰქონდა მას მხედველობაში?","რადიომაუწყებლობა","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"578","ამ წიგნს ცნობილი ამერიკელი ფანტასტი დევიდ ბრინი უწოდებს ყველა დროის ერთ-ერთ უდიდეს სამეცნიერო-ფანტასტიკურ ნაწარმოებს და ამტკიცებს, რომ იგი მსოფლიოს დაეხმარა იმ სისტემის რეფორმირებაში, რომელიც ავტორს აბსოლუტურად არარეფორმირებადად მიაჩნდა. დაასახელეთ ეს წიგნი!","მარქსის ”კაპიტალი”","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"579","ეს ადამიანი, რომლის საგვარეულოც დასაბამს იწყებს ვინმე ოლივერ დე პიუნშარდონიდან, ცხოვრობდა მე-19 საუკუნეში. მის მიერ დაარსებული ფირმა დღემდე ატარებს მის სახელს. ამ ფირმის მონაწილეობის გარეშე დიდი ხანია უკვე აღარ ტარდება არც ოლიმპიური თამაშები, არც “ფორმულა-1”-ის რბოლები და არც “ოსკარების” მინიჭების ცერემონია. რა ეწოდება ამ ფირმას?","“პინკერტონის დეტექტიური სააგენტო”","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"580","ეს გრანდიოზული მშენებლობა დაიწყო 1948 წლის 2 აგვისტოს და დასრულდა 1950 წლის 16 ივნისს. იმ მეტალოკონსტრუქციებით, რომლიბიც დაიხარჯა მშენებლობაზე, ერთნახევარჯერ შეიძლება დედამიწის ეკვტორის შემოვლება, ცემენტისაგან კი შეიძლება აშენდეს “ემპაირ სტეიტ ბილდინგზე” ორჯერ მაღალი სვეტი. რა ეწოდება ამ მშენებლობის შედეგს?","სტადიონი ”მარაკანა”","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"581","მისი შვილიშვილის მტკიცებით, ამ ადამიანს სულაც არ ჰქონდა მიდრეკილება პირქუში ფატალიზმისადმი. და როგორც წერს შვილიშვილი, მას რომ მიექცია ყურადღება, რომ ბუტერბროდი ყოველთვის კარაქიანი ზედაპირით ეცემა,  ის არა მარტო მოახდენდა ფაქტის კონსტატაციას, არამედ მოიგონებდა რამეს, იმისათვის, რომ ბუტერბროდები ან საერთოდ არ ეცემოდნენ ანაც ეცემოდნენ უკარაქო ზედაპირით. დაასახელეთ ამ ადამიანის გვარი.","მერფი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"582","ბევრ ხალხებში მათ ჰქონდათ კულტური მნიშვნელობა, ასიმბოლიზებდნენ რა წინაპრების ძლევამოსილობას და ტოტემურ ცხოველებს. ახალი გვინეის პაპუასები მათ კოვზით აჭმევენ. ადრე მათ ხშირად გამოსახავდნენ დროშებზე, ამჟამად კი მათი გამოსახულება ხშირად შეიძლება ვიხილოთ სხვადასხვა ხელსაწყოებსა და მოწყობილობებზე. დაასახელეთ იმ ერთ-ერთი მათგანის ყოფილი მფლობელის სახელი, რომელიც გახდა თქვენთვის ცნობილი სამეფოს ოჯახის წარმომადგენლის ფილოსოფიური მსჯელობის საგანი!","იორიკი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"583","ეს ნივთიერება – მჟავური წვიმების შემადგენელი ძირითადი კომპონენტია. გაზის მდგომარეობაში მას შეუძლია გამოიწვიოს მძიმე დამწვრობა. ამ ნივთიერების კუჭში მოხვედრის შედეგი შეიძლება გახდეს გაძლიერებული ოფლიანობა, დიდი დოზის შემთხვევაში კი – ღებინება. მისი შემთხვევითი შესუნთქვის შემთხვევაში კი, არ არის გამორიცხული ლეტალური აღსასრული. დაასახელეთ ეს ნივთიერება!","წყალი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"584","ის ითვლებოდა ჰერაკლეს შთამომავლად. მის ერთ-ერთ ნაწარმოებს ეწოდება “ჰაერი, მიწა და წყალი”, მეორეს – “პროგნოზირება”. კითხვა: რა ეწოდება ფართოდ ცნობილ ტექსტს, რომლის ავტორიც, გავრცელებული მცდარი აზრის საწინააღმდეგოდ, ის არ არის?","“ჰიპოკრატეს ფიცი”","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"585","მისი ნამდვილი სახელი და გვარია – გერჰარდ გერჰარდსი. ყველაზე ცნობილი მისი ნაწარმოები დაკავშირებულია იმასთან, რასაც ბომარშემ უწოდა “პატივმოყვარეობის განუყრელი მეგობარი”. დაასახელეთ მისი ფსევდონიმი!","ერაზმ როტერდამელი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"586","არტურ კონან დოილის წიგნში “ბრიგადირ ჟერარის გმირობანი” მთავარი გმირი – ეტიენ ჟერარი – ამბობს, რომ 1812 წლის რუსული კომპანიის შემდეგ მას აღარ ძალუძს უცქიროს ამ ორ ფერს ერთმანეთის გვერდით. რომელ ორ ფერზეა საუბარი?","წითელი და თეთრი (“სისხლის ლაქები თოვლზე”)","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"587","არსებობს ვერსია, რომ ეს სიტყვა - არის ესპანელების მიერ დამახინჯებული კარიბების ერთ-ერთი სასტიკი ტომის სახელწოდება. რუსულ ენაში ის გამოჩნდა მე-18 საუკუნეში. ჩვენ არ ვიცით როდის გამოჩნდა ის ინგლისურ ენაში, მაგრამ, შექსპიროლოგების მტკიცებით,  შექსპირი მას იცნობდა. კითხვა: რომელი მისი ნაწარმოები გვაძლევს საშუალებას გავაკეთოთ ასეთი დასკვნა?","“ქარიშხალი”","პერსონაჟ კალიბანის სახელი წარმოსდგება ”კანიბალიდან”, საუბარი კი სწორედ ამ სიტყვაზე იყო.","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"588","მე-20 საუკუნის 70-იანი წლების მონაცემების მიხედვით ამ თანხად იმ დროს შეიძლებოდა გეყიდათ: ერთი ბოთლი ვისკი “ლონგ ჯონი”, წინდები, საფერფლე, საპონი, ნახევარი კილოგრამი ძეხვი, აჭიმები (подтяжки) და ერთი ბილეთი კინოში. კითხვა: გადახედეთ ისტორიას და დაასახელეთ ყველაზე ცნობილი შენაძენი, რომელიც ნაყიდი იქნა ამ თანხად!","1626 წელს კუნძული მანჰეტენი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"589","ქალაქ იაუნდეში არის “მუსიე ვალერის” ქუჩა. დაასახელეთ იმ ადამიანის პროფესია, ვის საპატივცემლოდაც მიენიჭა სახელი ამ ქუჩას!","ფეხბურთის მწვრთნელი (ვალერი ნეპომნიაშჩი)","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"590","ლევ ტოლსტოის ეს შეემთხვა 1869 წელს, ილია ჭავჭავაძეს – 1872 წელს, დანტე ალიგიერის – 1293 წელს, თუმცა ეს უკანასკნელი თავის ერთ-ერთ ნაწარმოებში აღნიშნავს, რომ მას ეს შეემთხვა 7 წლით გვიან. რომელ მოვლენაზეა საუბარი?","სიციცხლის ნახევრის მიღწევა","დანტეს დროს სიციცხლის ნახევრად ითვლებოდა ასაკი – 35 წელი, ამიტომ ითვლება, რომ დაწერა სტრიქონი: “მიწიერი ცხოვრება გავლიე რა ნახევრამდის!”, დანტეს მხედველობაში ჰქონდა 1300 წელი","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"591","ჩერჩილს ერთხელ ჰკითხეს: “რითი განსხვავდება სტალინი ჰიტლერისაგან?”. ჩერჩილის პასუხი ქართულ თარგმანში შედგება 9 ასოიანი ერთი სიტყვისაგან. დაასახელეთ ჩერჩილის პასუხი!","ულვაშებით","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"592","ის ცხოვრობდა ჩვენს წელთ აღრიცხვამდე მე-4 საუკუნეში თანამედროვე თურქეთის ტერიტორიაზე. მე-19 საუკუნის მეორე ნახევარში კი მისი სახელი გახდა ერთი ორგანიზაციის სახელწოდება. დაასახელეთ ამ ორგანიზაციის ყველაზე ცნობილი წევრის სახელი და გვარი!","მაიკროფტ ჰოლმსი (კლუბი “დიოგენე”)","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"593","გერმანული ენის ერთ-ერთი დიალექტიდან ეს სიტყვა ითარგმნება, როგორც “დარტყმა, ბიძგი”. თანამედროვე მნიშვნელობით ის პირველად გამოყენებული იქნა 1839 წელს ციურიხის მოვლენებთან დაკავშირებით. დაასახელეთ ეს სიტყვა!","პუტჩი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"594","ანჯეი საპკოვსკის ფანტასტიკურ რომანში “ვედმაკი” მოხსენიებულია ე.წ. “ნეჰალენას სარკეები”, რომლებსაც აქვთ უნარი უპასუხონ მათი ფლობელების კითხვებს. რაღაც მსგავსი შეგვიძლია ვიპოვოთ პუშკინის ნაწარმოებში “Сказке о мертвой царевне и семи богатырях”. რომანის მთავარი გმირის აზრით ეს სარკეები არსებობს ორი სახის – მლიქვნელურები და ... როგორი?","გატეხილი","","","საქართველოს მე-5 ჩემპიონატი - I და II ტურები","0",""
"595","ამ მუსიკალური ინსტრუმენტის პროტოტიპს წარმოადგენდა ე.წ. ელეცკური როიალური გარმონი. თანამედროვე სახელწოდება მას 1829 წელს მისცა ვენელმა ოსტატმა დამიანმა, რათა ეჩვენებინა, რომ მის მიერ შექმნილ ინსტრუმენტზე ღილაკის ერთი დაჭერით შეიძლება ერთბაშად რამდენიმე ბგერის მიღება. დაასახელეთ ეს ინსტრუმენტი!","აკორდეონი","","","საქართველოს მე-5 ჩემპიონატი - ფინალური თამაში","0",""
"596","ავსტრიაში – გროსგლოკნერი, პორტუგალიაში – სერა-და-ეშტრელა, შვეიცარიაში – დიუფური, ნორვეგიაში – გალჰეპიგენი, გერმანიაში – ცუგშპიცე, საქართველოში - ?","შხარა (5068მ)","საუბარი იყო სახელმწიფოების უმაღლეს მწვერვალებზე.","","საქართველოს მე-5 ჩემპიონატი - ფინალური თამაში","0",""
"597","რესპირატორს ჩვენ ვუწოდებთ მოწყობილობას, რომელიც იცავს სუნთქვის ორგანოებს იმ მტვრისა და მავნე ნივთიერებისაგან, რომელსაც შეიცავს ჰაერი. მისი სახელწოდება წარმოსდგება ლათინური სიტყვისაგან “respirare” – ამოსუნთქვა. კითხვა: რომელ ხელსაწყოს უწოდებენ ფრანგები “aspirateur” – შემსუნთქავი?","მტვერსასრუტი","","","საქართველოს მე-6 ჩემპიონატი - ფინალური თამაში","0",""
"598","ამ ადამიანს არ სჯეროდა ნოსტრადამუსის მაგვარი წინაწარმეტყველებისა, რომლებიც საკმაო რაოდენობით იყვნენ მის ეპოქაში. დაცინვით მან დაწერა “წინასწარმეტყველებანი”, სადაც ბუნდოვან და ზოგჯერ ავბედით სტილში აღწერა ჩვეულებრივი რამეები: სიზმარი, ადამიანის ჩრდილი, ბურთის თამაში, ჭიანჭველები, მიწის მთხრელის საქმე, ცეცხლის გაღვივება. თქვენთვის კარგადაა ნაცნობი ეს ნაწარმოებები. დაასახელეთ მათი ავტორი!","ლეონარდო და ვინჩი","ე.წ. “ლეონარდოს გამოცანები” კი აღებულია მისი წიგნიდან “წინასწარმეტყველებანი”","","საქართველოს მე-5 ჩემპიონატი - ფინალური თამაში","0",""
"599","წმინდა მაქსიმე აღმსარებელი, რომელიც მე-7 საუკუნეში მოღვაწეობდა, მარჯვედ და წარმატებით ამტკიცებდა, იმ დროს გავრცელებული, მონოფელიტური ერესის არამართებულობას. როდესაც ის ხელში ჩაუვარდა ჰერაკლე კეისარს, რომელიც ერეტიკოსების მომხრე იყო, იმპერატორმა ბრძანა მოეკვეთათ მაქსიმესათვის, მისი აზრით, სხეულის ორი ყველაზე სახიფათო ნაწილი. კითხვა: რომელი ორი ნაწილი (გნებავთ, ორგანო) მოჰკვეთეს წმინდა მაქსიმეს?","ენა და მარჯვენა ხელი, რათა წართმეოდა ქადაგებისა და წერის უნარი","","","საქართველოს მე-5 ჩემპიონატი - ფინალური თამაში","0",""
"600","ჰეროდოტეს გადმოცემით ჩვენს წელთ აღრიცხვამდე V საუკუნეში ტირანი ჰესტიუსი ამ მიზნით იყენებდა თავისი მონის გადახოტრილ თავს. კითხვა: რომელ საკვებ პროდუქტს იყენებდა იგივე მიზნით მარქსიზმ-ლენინიზმის ერთ-ერთი კლასიკოსი?","რძე","ჰესტიუსი საიდუმლო წერილებს წერდა თავისი მონის ხოტორა თავზე, ხოლო როდესაც თმები წამოეზრდებოდა და დაფარავდა წარწერას, აგზავნიდა ადრესატთან. ლენინი კი ციხიდან საიდუმლო წერილებს სწორედ რძით წერდა","","საქართველოს მე-5 ჩემპიონატი - ფინალური თამაში","0",""
